AIN,Street,City,State,ZIP,Price,LastSaleDate,YearBuild,Bedrooms,BathRooms,Sqft
3018017089,2320 AVENUE Q4                       ,PALMDALE CA,  ,935500000,265002,20230830,1991,2,3,1013
2613018026,11460 LAUREL CANYON BLVD              ,LOS ANGELES,CA,913400000,675006,20240102,1951,2,1,811
2156028181,18530 HATTERAS ST                     ,LOS ANGELES,CA,913560000,350003,20231212,1978,1,1,818
7512019010,227 VIA ANITA                       ,TORRANCE CA,  ,902770000,2350023,20230823,1954,3,3,1851
8442004028,1112 BADILLO ST                      ,COVINA CA  ,  ,917220000,1250012,20231229,2014,4,3,2216
8656034003,1399 ELMGROVE DR                     ,GLENDORA CA,  ,917410000,1075010,20230131,1963,3,2,1800
7266021006,509 ROSE AVE                        ,LONG BEACH ,A ,908020000,1278012,20230621,1990,5,3,2530
7536012005,26314 DELOS DR                        ,TORRANCE CA,  ,905050000,1000010,20230118,1955,4,2,2046
8459026052,139 OCEAN ST                        ,WEST COVINA,CA,917900000,540005,20231023,1980,2,3,1189
7407030149,838 CORIANDER DR                    ,TORRANCE CA,  ,905020000,349003,20231128,1973,1,1,639
7371022066,23401 HAAS AVE                        ,TORRANCE CA,  ,905010000,1325013,20230925,1989,4,3,3574
5560022039,1145 HORN AVE                        ,WEST HOLLYW,OD,900690000,1555015,20230626,1993,2,3,1875
4283027032,1837 12TH ST                         ,SANTA MONIC, C,904040000,1606016,20231207,2015,3,3,1880
4211029057,13200 PACIFIC PROMENADE               ,PLAYA VISTA,CA,900940000,1225012,20231005,2003,2,2,1281
7319023089,849 VICTORIA ST                     ,CARSON CA  ,  ,907460000,555005,20230929,1981,2,2,1115
2514009016,12975 CORCORAN PL                     ,LOS ANGELES,CA,913400000,780007,20240131,1957,4,2,1240
4155021023,1905 NELSON AVE                      ,REDONDO BEA,H ,902780000,1099010,20230503,1952,3,1,894
8726013004,18618 VILLA PARK ST                   ,LA PUENTE C,  ,917440000,575005,20230323,1960,3,1,1372
2844004066,18223 SOLEDAD CANYON RD               ,SANTA CLARI,A ,913870000,495004,20230602,1982,3,3,1296
2686024001,16953 ITASCA ST                       ,LOS ANGELES,CA,913430000,832508,20230508,1961,3,2,1764
3102036028,42130 TROPEZ DR                       ,LANCASTER C,  ,935360000,495004,20230727,2003,3,2,1871
4017015090,855 VICTOR AVE                      ,INGLEWOOD C,  ,903020000,395003,20240315,1964,2,2,916
8735020012,2726 MARIA CT                        ,WEST COVINA,CA,917920000,799507,20231101,1977,3,2,1155
2839023007,28711 MACKLIN AVE                     ,SANTA CLARI,A ,913870000,830008,20230411,1966,5,3,2354
7280027036,133 THE PROMENADE                   ,LONG BEACH ,A ,908020000,830008,20231018,2006,2,3,1800
4261024084,1818 COLBY AVE                       ,LOS ANGELES,CA,900250000,1000010,20230922,1989,2,2,1314
2628013002,8974 BARTEE AVE                      ,LOS ANGELES,CA,913310000,789007,20230407,1954,3,2,1264
2864019033,19571 ELEVEN CT                       ,SANTA CLARI,A ,913210000,1000010,20230501,2004,3,2,1855
4186026049,929 1ST ST                          ,HERMOSA BEA,H ,902540000,1780017,20230524,2012,3,3,1768
7506013056,234 HELBERTA AVE                    ,REDONDO BEA,H ,902770000,1360013,20231114,1991,3,3,1687
6145019036,1221 137TH ST                        ,COMPTON CA ,  ,902220000,460004,20231018,1951,3,1,1092
6325028006,6821 FISHBURN AVE                    ,BELL CA    ,  ,902010000,650006,20231018,1960,2,1,858
8734024006,19850 VISTA HERMOSA DR                ,WALNUT CA  ,  ,917890000,850008,20231113,1977,3,2,1427
7514018035,121 VIA LA CIRCULA                  ,TORRANCE CA,  ,902770000,2300023,20231116,1951,2,3,2305
8545003023,4647 MAXSON RD                       ,EL MONTE CA,  ,917320000,830008,20230824,1959,4,2,1640
2542009028,10901 MESETA AVE                      ,LOS ANGELES,CA,910400000,1490014,20231012,1985,4,3,3230
7575014012,22 SILVER SADDLE LN                ,ROLLING HIL,S ,902740000,1979019,20230629,1956,3,3,2655
4230008067,13337 BEACH AVE                       ,LOS ANGELES,CA,900660000,1020010,20230119,2013,3,2,1474
5766011019,1718 EL VISTA CIR                    ,ARCADIA CA ,  ,910060000,1350013,20230328,1951,3,2,1811
3103014011,4556 AVENUE L10                      ,LANCASTER C,  ,935360000,337503,20230316,1957,3,1,1207
2534007001,11170 LEHIGH AVE                      ,LOS ANGELES,CA,913310000,725007,20230915,1956,3,2,1437
2810109117,28205 VIA SONATA DR                   ,SANTA CLARI,A ,913540000,735007,20230315,2013,3,3,1742
2265022087,4455 HAZELTINE AVE                   ,LOS ANGELES,CA,914230000,781007,20230427,1988,2,2,1173
7524006151,20417 EARL ST                         ,TORRANCE CA,  ,905030000,1275012,20231106,2020,3,3,1645
8293034023,1315 DEEPLAWN DR                     ,DIAMOND BAR,CA,917650000,1190011,20231114,1978,5,4,2094
7589013031,1006 ESTRELLA DEL MAR                ,RANCHO PALO, V,902750000,1325013,20231201,2018,2,2,1890
5554003046,1420 LAUREL AVE                      ,WEST HOLLYW,OD,900460000,1280012,20230731,2004,3,3,1510
3129013004,43617 SUGAR ST                        ,LANCASTER C,  ,935360000,550005,20231222,1969,3,2,1952
2842027164,18838 VISTA DEL CANON                 ,SANTA CLARI,A ,913210000,450004,20230126,1990,2,2,938
2836057013,20302 GRAY LN                         ,SANTA CLARI,A ,913510000,765007,20231013,1998,3,3,1660
7359035177,2800 PLAZA DEL AMO                   ,TORRANCE CA,  ,905030000,805008,20231006,1989,2,3,1185
5547029029,1343 SEWARD STREET                   ,LOS ANGELES,CA,900280000,1579015,20230817,2022,3,4,2300
8007037031,10549 GRIDLEY RD                      ,SANTA FE SP,IN,906700000,273002,20230124,1953,3,1,1008
7415032032,1178 GRANT ST                        ,LOS ANGELES,CA,907440000,717007,20230711,1955,3,1,1080
6115019078,1053 SAGE LN                         ,GARDENA CA ,  ,902470000,697006,20230217,2022,2,3,1470
7023012013,18527 LINDA CIR                       ,CERRITOS CA,  ,907030000,1130011,20230613,1968,3,3,1939
3154004050,3309 AVENUE H2                       ,LANCASTER C,  ,935350000,430004,20230811,1982,3,2,1530
5264023104,842 GARFIELD AVE                    ,MONTEREY PA,K ,917540000,819008,20230831,1978,3,2,1509
3204058091,42322 BLUEFLAX AVE                    ,LANCASTER C,  ,935360000,550005,20230407,1997,4,3,2686
8493042064,2017 CHAPARRAL ST                    ,WEST COVINA,CA,917910000,600006,20230309,1983,2,3,1262
6145002018,1905 134TH ST                        ,COMPTON CA ,  ,902220000,575005,20231129,1959,4,2,1320
3204043006,6354 GIOVANNI WAY                    ,PALMDALE CA,  ,935510000,760007,20231130,1990,4,4,3243
2747005045,10215 VARIEL AVE                      ,LOS ANGELES,CA,913110000,568005,20230630,1981,2,4,1444
2072014021,23615 CLOVER TRL                      ,CALABASAS C,  ,913020000,995009,20230803,1956,3,2,1219
8029026016,11509 ALCLAD AVE                      ,WHITTIER CA,  ,906050000,665006,20230317,1952,4,2,1173
5747004101,125 SIERRA MADRE BLVD               ,PASADENA CA,  ,911070000,536505,20230425,1972,1,2,882
2647028075,14333 VAN NUYS BLVD                   ,LOS ANGELES,CA,913310000,360003,20230828,1979,2,3,1217
2807007015,27482 SANTA CLARITA RD                ,SANTA CLARI,A ,913500000,780007,20230705,1959,3,2,1204
3148044055,44045 SORRELL LN                      ,LANCASTER C,  ,935350000,405004,20230124,1989,3,3,1637
2156028245,18530 HATTERAS ST                     ,LOS ANGELES,CA,913560000,310003,20230302,1978,1,1,634
4325004138,10750 WILSHIRE BLVD                   ,LOS ANGELES,CA,900240000,1150011,20230322,1980,2,3,1696
2836055140,20309 RUE CREVIER                     ,SANTA CLARI,A ,913510000,490004,20230525,1987,2,2,1064
2810042164,27924 CROWN COURT CIR                 ,VALENCIA CA,  ,913540000,610006,20230815,1995,2,3,910
2356028036,4832 WHITSETT AVE                    ,LOS ANGELES,CA,916070000,660006,20230606,2005,2,2,1070
5707011012,745 LINDA VISTA AVE                 ,PASADENA CA,  ,911030000,2025020,20230131,1951,5,3,2372
7317018150,3595 SANTA FE AVE                    ,LONG BEACH ,A ,908100000,355503,20230428,1978,2,2,1640
2836064028,25417 CALCUTTA PASS LN                ,SANTA CLARI,A ,913500000,650006,20230817,2000,3,3,1684
7458006031,956 9TH ST                          ,LOS ANGELES,CA,907310000,510005,20230724,1977,2,1,913
4305007063,9049 ALCOTT ST                       ,LOS ANGELES,CA,900350000,975009,20230405,2008,3,3,1590
7103025070,8047 70TH ST                         ,PARAMOUNT C,  ,907230000,540005,20230901,1980,3,3,1308
3147033020,44853 13TH ST E                       ,LANCASTER C,  ,935350000,417004,20230831,1989,3,2,1396
5661006033,601 SINCLAIR AVE                    ,GLENDALE CA,  ,912060000,910009,20230921,1952,2,2,1355
3119029038,45301 PICKFORD AVE                    ,LANCASTER C,  ,935340000,480004,20230314,1990,4,3,1967
8281028032,23601 GOLDEN SPRINGS DR               ,DIAMOND BAR,CA,917650000,375003,20230621,1974,2,2,949
3146015011,546 NUGENT ST                       ,LANCASTER C,  ,935350000,347503,20231128,1957,3,2,1107
7541033002,1605 VIA MACHADO                     ,PALOS VERDE, E,902740000,2012020,20230411,1953,2,1,1459
4158019010,2518 SPRECKELS LN                    ,REDONDO BEA,H ,902780000,950009,20230215,1953,3,1,914
6231015002,7347 LUXOR ST                        ,DOWNEY CA  ,  ,902410000,720007,20230616,1975,3,2,1690
4333020063,836 BEDFORD ST                      ,LOS ANGELES,CA,900350000,1230012,20230307,2004,4,3,1920
2620015014,10427 ONEIDA AVE                      ,LOS ANGELES,CA,913310000,620006,20230830,1954,2,1,671
2136019019,6731 DELCO AVE                       ,LOS ANGELES,CA,913060000,732007,20231027,1956,4,2,1362
8385026023,1032 KENT DR                         ,SAN DIMAS C,  ,917730000,575005,20230623,1984,3,2,1140
7312016040,3222 SANTA FE AVE                    ,LONG BEACH ,A ,908100000,440004,20230831,1999,4,3,1641
8019003014,10837 CROSSDALE AVE                   ,DOWNEY CA  ,  ,902410000,700007,20230720,1951,3,2,1210
2275030004,3744 DEERVALE DR                     ,LOS ANGELES,CA,914030000,1626016,20231012,1956,4,3,2970
8382024128,284 ELDERBERRY ST                   ,LA VERNE CA,  ,917500000,750007,20230518,1986,4,3,1767
5343008059,1681 ACACIA ST                       ,ALHAMBRA CA,  ,918010000,876008,20230919,2014,3,3,1670
2529020011,11360 RUGGIERO AVE                    ,LOS ANGELES,CA,913420000,1110011,20230912,1956,2,3,1588
2836038083,19845 COLLINS RD                      ,SANTA CLARI,A ,913510000,795007,20230503,1986,4,3,2349
6117009012,861 123RD ST                        ,LOS ANGELES,CA,900440000,750007,20231128,1963,3,2,1874
6114005008,1315 149TH ST                        ,GARDENA CA ,  ,902470000,810008,20230203,1955,3,2,1166
4296014046,5040 MAYTIME LN                      ,CULVER CITY,CA,902300000,925009,20230602,1973,3,2,1276
3012042012,37431 17TH ST E                       ,PALMDALE CA,  ,935500000,440004,20230224,1985,3,2,1299
8442002076,531 EMBROOK WAY                     ,WEST COVINA,CA,917910000,835508,20230329,2023,3,3,1637
2685016006,10152 GERALD AVE                      ,LOS ANGELES,CA,913430000,800008,20231205,1960,3,2,1627
8038032044,12700 OAKTHORN LN                     ,LA MIRADA C,  ,906380000,985009,20230412,1974,3,2,1631
2050004003,6212 ACADIA AVE                      ,AGOURA HILL, C,913010000,1125011,20231101,1977,4,2,1924
5620023025,907 BEL AIRE DR                     ,BURBANK CA ,  ,915010000,1905019,20230427,1959,3,2,1938
7573012065,32724 COASTSITE DR                    ,RNCHO PALOS,VR,902750000,1000010,20231114,1964,2,2,1565
2826042008,25016 HOLLYHOCK CT                    ,NEWHALL CA ,  ,913810000,1012510,20230811,1987,4,3,2199
7057019005,20745 WARDHAM AVE                     ,LAKEWOOD CA,  ,907150000,885008,20231103,1960,4,2,1344
3150033074,43661 SANTA ROSA CIR                  ,LANCASTER C,  ,935350000,407004,20231026,1984,3,2,1431
7058028046,12141 CENTRALIA ST                    ,LAKEWOOD CA,  ,907150000,413004,20230706,1984,1,1,731
8281028052,23635 GOLDEN SPRINGS DR               ,DIAMOND BAR,CA,917650000,375003,20230428,1974,2,2,949
8036012015,11825 MAYBROOK AVE                    ,WHITTIER CA,  ,906040000,860008,20230405,1962,4,2,1427
2534027003,13116 FILMORE ST                      ,LOS ANGELES,CA,913310000,655006,20231103,1952,2,1,1265
3056021083,33105 SANTIAGO RD                     ,ACTON CA   ,  ,935100000,440004,20230915,1998,3,2,1224
5637001141,343 PIONEER DR                      ,GLENDALE CA,  ,912030000,750007,20230517,1988,2,2,1443
8125005047,2241 MARDEL AVE                      ,WHITTIER CA,  ,906010000,525005,20230130,1951,2,1,1022
3004031004,438 ALAMOSA AVE                     ,PALMDALE CA,  ,935510000,520005,20230727,1989,4,3,2098
2414027033,10914 LEMAY ST                        ,LOS ANGELES,CA,916060000,812508,20230622,1953,3,2,1380
5139029082,1155 GRAND AVE                       ,LOS ANGELES,CA,900150000,935009,20230404,2008,2,2,1170
2608024003,12421 JOLETTE AVE                     ,LOS ANGELES,CA,913440000,1150011,20231214,1964,4,2,2446
5302009123,4295 VIA ARBOLADA                    ,LOS ANGELES,CA,900420000,725007,20230509,1982,2,2,1044
2811054121,27145 WESTVIEW LN                     ,SANTA CLARI,A ,913540000,740007,20230831,1998,3,3,1416
8642005012,744 DOVER ST                        ,GLENDORA CA,  ,917400000,877008,20230920,1960,4,2,1383
7559028020,1912 EMILIA PL                       ,LOS ANGELES,CA,907320000,900009,20230821,1954,3,2,1265
2723008021,22357 DEVONSHIRE ST                   ,LOS ANGELES,CA,913110000,700007,20230724,1969,4,3,1773
7260006077,1775 OHIO AVE                        ,LONG BEACH ,A ,908040000,670006,20231101,1993,3,3,1434
8030020034,11525 SUNNYBROOK LN                   ,WHITTIER CA,  ,906040000,930009,20231219,1960,3,2,1931
8202025010,14214 BECKNER ST                      ,LA PUENTE C,  ,917460000,685006,20230329,1955,4,2,1257
4218015036,5201 ETHELDO AVE                     ,LOS ANGELES,CA,902300000,1450014,20230614,1951,4,2,1624
8671041023,2226 KEMPER AVE                      ,CLAREMONT C,  ,917110000,1130011,20230501,1977,4,3,2338
7534010062,24236 OCEAN AVE                       ,TORRANCE CA,  ,905050000,1299012,20230817,2019,3,3,2106
2865014062,31459 ARENA DR                        ,CASTAIC CA ,  ,913840000,640006,20230412,2007,3,3,1933
2272010002,3938 WITZEL DR                       ,LOS ANGELES,CA,914230000,1675016,20230314,1997,3,3,2941
8152019009,10562 PARISE DR                       ,WHITTIER CA,  ,906040000,780007,20231201,1956,4,2,1618
4157026046,2407 CLARK LN                        ,REDONDO BEA,H ,902780000,1656016,20230912,1988,4,3,2614
2146031120,21551 BURBANK BLVD                    ,LOS ANGELES,CA,913670000,740007,20231002,1980,2,3,1263
8203001101,14510 AMAR RD                         ,LA PUENTE C,  ,917440000,305003,20230609,1960,1,1,567
4220002022,12315 HAMMACK ST                      ,LOS ANGELES,CA,902300000,469504,20230329,1951,4,2,1659
8241021096,16310 SIERRA PASS WAY                 ,HACIENDA HE,GH,917450000,655006,20230913,1975,3,3,1586
2842017029,19239 ABDALE ST                       ,SANTA CLARI,A ,913210000,675006,20230214,1966,4,3,1844
8333021011,261 PHILLIPS BLVD                   ,POMONA CA  ,  ,917660000,580005,20230908,1952,2,1,1023
5684030007,4536 YOSEMITE WAY                    ,LOS ANGELES,CA,900650000,1145011,20230127,1954,3,2,1164
4206013004,8899 HUBBARD ST                      ,CULVER CITY,CA,902320000,2835028,20230210,2018,5,4,3558
2841065056,27070 MOUNTAIN WILLOW LN              ,CANYON COUN,RY,913870000,860008,20230928,2009,3,3,2238
8262009016,413 ROXDALE AVE                     ,LA PUENTE C,  ,917440000,690006,20230328,1956,3,2,1260
2810062044,24221 EDELWEISS CT                    ,SANTA CLARI,A ,913540000,1225012,20231108,2002,5,3,2834
2517014153,1909 GLENOAKS BLVD                   ,SAN FERNAND, C,913400000,500005,20231103,1986,3,2,1173
4020007105,336 REGENT ST                       ,INGLEWOOD C,  ,903010000,480004,20230516,1981,2,3,962
8764012007,1704 MORNING SUN AVE                 ,WALNUT CA  ,  ,917890000,976009,20230130,1974,4,2,1840
7215024054,2504 SKYLINE DR                      ,SIGNAL HILL,CA,907550000,695006,20230606,1978,3,3,1354
8311018011,3005 RHODELIA AVE                    ,CLAREMONT C,  ,917110000,800008,20231031,1955,3,2,1156
8709037017,714 FLINT SPEAR RD                  ,WALNUT CA  ,  ,917890000,1250012,20230310,1977,4,3,2510
2059051029,3231 BAYSHORE DR                     ,WESTLAKE VI,LA,913610000,1468014,20230516,1996,2,2,2545
4360001149,969 HILGARD AVE                     ,LOS ANGELES,CA,900240000,721507,20231115,1961,2,1,962
8480015041,2824 ROSEMARY DR                     ,WEST COVINA,CA,917910000,1160011,20230421,1963,4,3,2465
7319023017,17815 LYSANDER DR                     ,CARSON CA  ,  ,907460000,774007,20230804,1966,5,2,2143
7585004009,28512 MEADOWMIST DR                   ,RNCHO PALOS,VR,902750000,2300023,20230614,1967,5,4,2366
8467034087,1417 ATHENA                          ,WEST COVINA,CA,917900000,590005,20231227,1980,2,3,1552
4270003052,2314 28TH ST                         ,SANTA MONIC, C,904050000,810008,20231129,1954,2,1,1107
2826189034,27276 DEBUT PL                        ,VALENCIA CA,  ,913810000,1081010,20231130,2023,3,3,2396
4082012183,2750 ARTESIA BLVD                    ,REDONDO BEA,H ,902780000,306003,20230426,2007,1,1,780
4467035038,6482 CAVALLERI RD                    ,MALIBU CA  ,  ,902650000,686006,20230524,1975,2,2,1056
5289013036,3370 MUSCATEL AVE                    ,ROSEMEAD CA,  ,917700000,822008,20230411,1962,3,2,1156
5529025187,950 KINGS RD                        ,WEST HOLLYW,OD,900690000,1014510,20230706,1973,2,2,1122
4078014093,4633 MARINE AVE                      ,LAWNDALE CA,  ,902600000,300003,20230505,1973,1,1,634
7278004124,400 OCEAN BLVD                      ,LONG BEACH ,A ,908020000,1170011,20230328,2007,3,3,1760
5442012011,2670 BENEDICT ST                     ,LOS ANGELES,CA,900390000,1356013,20230315,1964,4,3,2288
2217031178,7320 LENNOX AVE                      ,LOS ANGELES,CA,914050000,405004,20230313,1971,2,2,971
5804008028,2512 QUEENSVIEW LN                   ,LA CRESCENT, C,912140000,1839518,20230627,1964,3,2,1594
7587007040,5987 PEACOCK RIDGE RD                ,RNCHO PALOS,VR,902750000,710007,20230510,1974,2,3,1697
7131032035,5088 LONG BEACH BLVD                 ,LONG BEACH ,A ,908050000,670506,20230307,2023,3,3,1350
7368018006,3510 229TH ST                        ,TORRANCE CA,  ,905050000,1130011,20230601,1954,3,2,1211
8151002010,14636 CARNELL ST                      ,WHITTIER CA,  ,906030000,875008,20230918,1951,4,2,1688
4431013010,17282 AVENIDA DE LA HERRADURA         ,LOS ANGELES,CA,902720000,2000020,20230512,1977,3,3,2113
5608031021,1224 ALTA PASEO                      ,BURBANK CA ,  ,915010000,1300013,20230421,1975,3,2,1736
4134011124,5950 CANTERBURY DR                   ,CULVER CITY,CA,902300000,668006,20230907,1971,2,2,1029
2401048191,9427 VIA VENEZIA                     ,LOS ANGELES,CA,915040000,715007,20230622,1978,2,3,1244
8653037026,957 WONDER LN                       ,GLENDORA CA,  ,917400000,842508,20230324,2023,4,3,1969
3204069021,42448 66TH ST W                       ,LANCASTER C,  ,935360000,669006,20230731,2006,5,4,3043
5378011052,879 MICHIGAN BLVD                   ,PASADENA CA,  ,911070000,915009,20230802,2009,2,2,1510
3053053444,2554 OLIVE DR                        ,PALMDALE CA,  ,935500000,270002,20231121,1988,2,2,853
7353013005,2520 LESSERMAN ST                    ,TORRANCE CA,  ,905030000,1032010,20230224,1951,3,2,1264
2024039028,7060 SHOUP AVE                       ,LOS ANGELES,CA,913030000,398003,20230103,1977,1,1,670
8251022020,15611 MULVANE ST                      ,LA PUENTE C,  ,917440000,655006,20230822,1957,4,2,1394
3020017042,3049 AVENUE R6                       ,PALMDALE CA,  ,935500000,340003,20230307,1984,2,2,1060
2801029140,27404 BIRCH COURT                     ,SANTA CLARI,A ,913500000,790007,20230310,2016,4,3,2241
2075006021,22235 MACFARLANE DR                   ,LOS ANGELES,CA,913640000,900009,20230104,1953,3,2,1765
3041005021,10207 AVENUE R2                       ,LITTLEROCK ,A ,935430000,425004,20230707,1982,3,2,1050
6215015039,8160 SAN GABRIEL AVE                 ,SOUTH GATE ,A ,902800000,500005,20230110,1958,3,2,1101
8451016079,658 WORKMAN ST                      ,COVINA CA  ,  ,917230000,650006,20230313,1981,3,3,1826
8703008006,536 DEL SOL LN                      ,DIAMOND BAR,CA,917650000,1270012,20230907,1966,6,3,2807
5356008039,1824 MARENGO AVE                     ,ALHAMBRA CA,  ,918030000,765007,20230405,1981,3,3,1839
4387010004,2321 COLDWATER CANYON DR             ,LOS ANGELES,CA,902100000,1537515,20230908,1956,2,2,1960
7162010034,17611 VIRGINIA AVE                    ,BELLFLOWER ,A ,907060000,580005,20231220,1979,3,2,1130
7012007044,12524 CUESTA DR                       ,CERRITOS CA,  ,907030000,481004,20230221,1973,2,2,904
7524028073,3506 DEL AMO BLVD                    ,TORRANCE CA,  ,905030000,945009,20230531,1974,4,3,1670
2812114015,20530 BROOKIE LN                      ,SANTA CLARI,A ,913500000,955009,20231103,2013,5,3,3418
5302003170,4260 VIA ARBOLADA                    ,LOS ANGELES,CA,900420000,635006,20230106,1985,2,2,1060
7507018099,830 CAMINO REAL                     ,REDONDO BEA,H ,902770000,541005,20230427,1970,1,1,722
4159025002,533 RINDGE LN                       ,REDONDO BEA,H ,902780000,1329513,20231012,1955,4,2,1351
2266002043,14245 DICKENS ST                      ,LOS ANGELES,CA,914230000,810008,20231218,1978,2,2,1333
3001016027,40745 25TH ST W                       ,PALMDALE CA,  ,935510000,615006,20230406,1983,4,3,2307
8451016080,660 WORKMAN ST                      ,COVINA CA  ,  ,917230000,610006,20230328,1981,3,3,1833
2837032062,15648 CARROUSEL DR                    ,SANTA CLARI,A ,913870000,735007,20230421,1988,3,3,1675
7226029001,2264 CARFAX AVE                      ,LONG BEACH ,A ,908150000,820008,20231103,1953,3,1,1055
2248018016,14127 MARGATE ST                      ,LOS ANGELES,CA,914010000,1325013,20230420,1960,4,3,2386
3142015016,44615 4TH ST E                        ,LANCASTER C,  ,935350000,335003,20230606,1954,4,2,1100
2129035026,18954 SHERMAN WAY                     ,LOS ANGELES,CA,913350000,535005,20231108,1981,2,3,1095
8150032015,14822 ANACONDA ST                     ,WHITTIER CA,  ,906030000,750007,20230510,1951,2,2,1268
4149011205,5403 149TH PL                        ,HAWTHORNE C,  ,902500000,910009,20230627,2007,2,3,1110
3072004001,17105 QUEENSGLEN AVE                  ,LAKE LOS AN,EL,935910000,380003,20230317,1986,3,2,1633
2664026024,15006 HARVEST ST                      ,LOS ANGELES,CA,913450000,825008,20230814,1977,4,3,2652
7028014011,18500 JEFFREY AVE                     ,CERRITOS CA,  ,907030000,908009,20230406,1970,3,2,1520
2468005045,1912 GRISMER AVE                     ,BURBANK CA ,  ,915040000,710007,20231128,1975,2,2,1160
4211030099,12975 AGUSTIN PL                      ,PLAYA VISTA,CA,900940000,1275012,20231101,2004,2,2,1840
5606011144,3220 ALTURA AVE                      ,GLENDALE CA,  ,912140000,460004,20230816,1977,1,1,640
5813012030,4115 ENCINAS DR                      ,LA CANAD-FL,TR,910110000,2150021,20230427,1960,3,3,3270
2861072110,24545 TOWN CENTER DR                  ,SANTA CLARI,A ,913550000,380003,20231213,2003,1,1,740
7562024016,2111 GRANDEUR DR                     ,LOS ANGELES,CA,907320000,1787517,20230825,1962,3,2,1920
8064049037,15221 RIVIERA LN                      ,LA MIRADA C,  ,906380000,1135011,20231130,1994,5,3,2532
6111026001,1328 182ND ST                        ,GARDENA CA ,  ,902480000,540005,20230801,1952,2,1,1024
4296004015,5108 COPPERFIELD LN                  ,CULVER CITY,CA,902300000,1223012,20230718,1973,2,3,1579
6335025027,2538 VALENTINA WAY                   ,COMMERCE CA,  ,900400000,776507,20230110,2022,3,4,1610
7344021019,1045 227TH ST                        ,TORRANCE CA,  ,905020000,800008,20230803,1954,3,1,964
6103029127,14919 NORMANDIE AVE                   ,GARDENA CA ,  ,902470000,405004,20240321,1961,2,2,972
6048005005,9618 EVERS AVE                       ,LOS ANGELES,CA,900020000,466004,20230622,2002,3,2,1396
7528019026,23107 ADOLPH AVE                      ,TORRANCE CA,  ,905050000,1670016,20230630,1964,5,3,2301
2864008053,19230 AVENUE OF THE OAKS              ,SANTA CLARI,A ,913210000,382003,20231005,1963,2,2,864
5546029076,6250 HOLLYWOOD BLVD                  ,LOS ANGELES,CA,900280000,690006,20230509,2009,1,2,1480
4211033067,12883 RUNWAY RD                       ,PLAYA VISTA,  ,900940000,2060020,20231220,2014,3,3,1876
3119024001,1504 AVENUE H4                       ,LANCASTER C,  ,935340000,552005,20230824,2002,5,2,3062
4096015013,18026 GRAMERCY PL                     ,TORRANCE CA,  ,905040000,865008,20230201,1957,4,2,1705
3275011018,49833 280TH ST W                      ,LANCASTER C,  ,935360000,440004,20231221,2023,3,2,1269
2784023005,18920 BAHAMA ST                       ,LOS ANGELES,CA,913240000,965009,20230317,1963,4,2,1710
5367027041,228 BROADWAY                        ,SAN GABRIEL,CA,917760000,665006,20230512,1972,3,3,1320
4326037082,10490 WILSHIRE BLVD                   ,LOS ANGELES,CA,900240000,2000020,20230511,1989,3,3,2776
3244159149,28962 MIRADA CIRCULO                  ,SANTA CLARI,A ,913540000,784007,20231114,2004,4,3,2484
2733016003,10525 ENCINO AVE                      ,LOS ANGELES,CA,913440000,885008,20231005,1953,3,3,2178
4329001011,2170 CENTURY PARK E                  ,LOS ANGELES,CA,900670000,715007,20230925,1966,1,1,897
7265022034,850 OCEAN BLVD                      ,LONG BEACH ,A ,908020000,1010010,20230414,1992,2,2,1368
3121017016,44955 13TH ST W                       ,LANCASTER C,  ,935340000,430004,20230927,1953,4,2,1667
3129028015,43970 BLUE SKY CT                     ,LANCASTER C,  ,935360000,500005,20230725,1989,4,3,2274
7503016053,409 ELENA AVE                       ,REDONDO BEA,H ,902770000,1149011,20230222,1986,2,3,1544
3003078007,2715 CLOVERDALE CT                   ,PALMDALE CA,  ,935510000,500005,20230712,1991,3,2,1494
2747014119,10030 OWENSMOUTH AVE                  ,LOS ANGELES,CA,913110000,575005,20230303,1979,3,3,1486
5155012040,421 LA FAYETTE PARK PL              ,LOS ANGELES,CA,900570000,435004,20230516,1971,1,1,715
8354025017,2129 ARROYO DR                       ,POMONA CA  ,  ,917680000,650006,20231002,1952,3,2,1233
2547028022,8936 RIDERWOOD DR                    ,LOS ANGELES,CA,910400000,778007,20230322,1964,3,2,1415
8225004019,15047 CEDARSPRINGS DR                 ,WHITTIER CA,  ,906030000,792007,20230929,1951,3,1,1119
4101009008,5912 CORNING AVE                     ,LOS ANGELES,CA,900560000,1845018,20231006,1957,3,4,2552
2204030017,8016 PASO ROBLES AVE                 ,LOS ANGELES,CA,914060000,730007,20230911,1953,3,2,1209
8207017013,16328 OAKROW DR                       ,HACIENDA HE,GH,917450000,858008,20231031,1972,3,2,1405
8391004061,949 LYFORD DR                       ,SAN DIMAS C,  ,917730000,434004,20230809,1975,4,2,1613
2747007077,21201 LASSEN ST                       ,LOS ANGELES,CA,913110000,580005,20230329,1981,3,3,1607
2510023005,13392 WHEELER AVE                     ,LOS ANGELES,CA,913420000,770007,20230823,1957,3,2,1228
3126015057,42551 7TH ST E                        ,LANCASTER C,  ,935350000,550005,20230630,1951,3,2,1806
7344014074,22305 LILY CT                         ,TORRANCE CA,  ,905020000,800508,20230817,2023,4,4,1700
7278017156,388 OCEAN BLVD                      ,LONG BEACH ,A ,908020000,507005,20230411,2004,1,1,680
